name,place_id,city
SDN 3 Kuwum,ChIJUTp1M3wj0i0ROWC_VajWOFk,Badung Regency
SDN 4 Mengwi badung,ChIJNSMwjJI70i0REzrEUxU_LzI,Badung Regency
Balai Banjar Benehkawan,ChIJ8RYrnJY80i0R2FkipWOVOQw,Badung Regency
Balai Banjar Agung Mambal,ChIJaUBvLD880i0R1NfJZdekmgc,Badung Regency
BALAI BANJAR MUNGGU,ChIJPUkOKQA70i0RLElFHTXVPfc,Badung Regency
Br. Banjaran Abiansemal,ChIJB_7KDg090i0R-lSzEUSzp6s,Badung Regency
SD No. 3 Kerobokan Kelod,ChIJ22GIW0dH0i0RPwi7MVtpRvA,Badung Regency
SD N 2 Seminyak,ChIJBy-nPiJH0i0RcshL92SIXJs,Badung Regency
RA & SD AL-HIJRIYAH,ChIJO-cAljA50i0R4qww_lMeN5c,Badung Regency
SD 3 Kerobokan,ChIJgZhZO6Q40i0R6m5QDokI1og,Badung Regency
SD No. 1 Kerobokan Kelod,ChIJD4sTjmpH0i0Rcp55ExghGGM,Badung Regency
PEREMPATAN EVENT ORGANIZER AND PRODUCTION,ChIJmfJjfKJF0i0R5lQTnwfl7aM,Badung Regency
Perempatan Event Organizer And Production,ChIJIfZedxtE0i0RnbW8uyCzEH8,Badung Regency
Banjar Delod Perempatan Barat,ChIJC8XeejU50i0RDBp7gY8uhFU,Badung Regency
Banjar Delod Perempatan Timur,ChIJvy9QZTU50i0RfB3WDGjNOJM,Badung Regency
Nasi Jinggo perempatan Alfamart,ChIJTbXlQGRH0i0RTbNA3Vhy8U0,Badung Regency
Nasi Jinggo Kimia Farma Legian,ChIJi0YoO3hH0i0RSIN3xZOzSLI,Badung Regency
Warung Bali Perempatan Kelan,ChIJVVVVVQxE0i0R4ockyzdzm5A,Badung Regency
WARPAT (warung perempatan),ChIJ3UCTawA90i0RCQSUDQPwjfY,Badung Regency
Warung perempatan,ChIJm4XMTl9H0i0Rl1im7-DYOf0,Badung Regency
Sentra Kreasi Niaga,ChIJM_7-SSRH0i0RQt4ZJSz7BWU,Badung Regency
Satria Gatotkaca Park,ChIJ3Urujw9E0i0RWSEmcOlT2sg,Badung Regency
Jaya Printing Nakula,ChIJiat6s9NG0i0Rx_DMwT-ef18,Badung Regency
Mokofella Coffee And Food Truck,ChIJ6aH-YUwXei4RmFmDUvbhSic,Badung Regency
Warung Galungan,ChIJQzmkV6ZH0i0RqzZhQWzX4k4,Badung Regency
Kantor Camat Mengwi Baru,ChIJp0FjD5w70i0Rqn-IeIhXlj4,Badung Regency
Kantor Camat Abiansemal Badung,ChIJ8ch0z7880i0R5GSxFtR8iXw,Badung Regency
Kantor (Sementara) Camat Kuta Utara,ChIJt5NUIj050i0RYbf7VQzYDgE,Badung Regency
Kantor Camat Kuta Utara,ChIJbwjsspk40i0RvRv5WhxeTH8,Badung Regency
Kantor Camat Petang,ChIJ5adWm2Yh0i0Rxa-tAGHMU8M,Badung Regency
Kantor Lurah Kelurahan Kapal,ChIJi01gBFc50i0RGwJT2qsAVJs,Badung Regency
Kantor lurah sading,ChIJ00chNtg_0i0Rf51M6TEB6H0,Badung Regency
Kantor Lurah Abianbase,ChIJ1Ul2lU450i0ROHMOmTOPfKw,Badung Regency
Kantor Desa / Lurah Sempidi,ChIJzw6F9Co50i0R7Djzts3sd4c,Badung Regency
Kantor Lurah Lukluk,ChIJWdO-RE050i0RXWHFWyRH5t4,Badung Regency
Kantor Lurah Kerobokan Kaja,ChIJe2VUrro40i0RlH-_6ESw9zg,Badung Regency
Kantor Kelurahan Seminyak,ChIJAeXr4CVH0i0RKiC0KtW_tk0,Badung Regency
Kantor Lurah Kerobokan,ChIJMd5VIqQ40i0RT7xWzAmVL5c,Badung Regency
Kantor Perbekel Desa Dalung - ᬓᬦ᭄ᬢᭀᬃ ᬧᭂᬃᬩᭂᬓᭂᬮ᭄ ᬤᬰ ᬤᬮᬸᬂ᭟,ChIJRUxqFic50i0R7kF0f-iwlrA,Badung Regency
Kantor Perbekel Desa Canggu,ChIJremlxYs40i0RYpC9KM7sSPo,Badung Regency
Bale Banjar Campuan Asri,ChIJOfM4xsM40i0RKpcwJ5gbEgk,Badung Regency
Balai Banjar Padang Tawang Canggu,ChIJd-ZHmOQ40i0RS7xf2e0yR6g,Badung Regency
Banjar Desa Lebak & Banjar Adat Lebak,ChIJhSf3USc50i0RSyMeaTAWNXo,Badung Regency
Bale Banjar Tampak Kerep,ChIJLUsOnBg50i0RhHGl8N4EgD0,Badung Regency
Banjar Tegal Jaya Permai,ChIJMWMOYcg40i0Rd5p2Zq-i-Z8,Badung Regency
Banjar Gaji,ChIJFSP35Nw50i0Ry-sIqPizHqk,Badung Regency
Banjar village Tibubeneng Tibubeneng,ChIJfRPPu-s40i0RU-puTlKlIog,Badung Regency
Banjar Tegal Luwih,ChIJBb_tGsQ40i0RffI7JKO820s,Badung Regency
Blok D Banjar Lingga Bumi,ChIJveY25MI40i0RcB24GGpYMX0,Badung Regency
Br. Umagunung Sempidi,ChIJHcFsuS450i0REOJT0aCVTo4,Badung Regency
Bale Banjar Gunung Sari,ChIJtRyoodM40i0RRcHc2_KqwZA,Badung Regency
Banjar Pendem,ChIJfTN3dwk50i0RpwRezq5jCKk,Badung Regency
Banjar Kwanji Kelod,ChIJD94DLmg50i0RcyZTnsaYkRU,Badung Regency
Banjar Wira Bhuana,ChIJOwkNlCE50i0RExFdprKAr3w,Badung Regency
Balai Banjar Pempatan,ChIJjd1ZO2850i0RvtoJL_C3EC4,Badung Regency
Banjar Bhuana Graha,ChIJM5O62so50i0RC_1xcUTO_UY,Badung Regency
Balai Banjar Jerowan,ChIJ9zbRs_840i0R6q9eCb7-_8c,Badung Regency
Banjar Sengguan Desa Buduk,ChIJm0v3ILI50i0R9QR9OG33VEU,Badung Regency
Banjar Dangin Yeh,ChIJu3Ql1zk50i0R_wEI311Bea4,Badung Regency
Banjar Suka Duka Pande Sempidi,ChIJw8TiCS050i0RL04kTLxiGps,Badung Regency
banjar pasekan buduk,ChIJ_XD3QgA50i0RUrnNZdoapBw,Badung Regency
Banjar grokgak,ChIJowyV8tY50i0RJHwnIa6Ulkk,Badung Regency
Banjar Umacandi Buduk,ChIJccLrBAA50i0RNP-p5e7fJEk,Badung Regency
Banjar Gede,ChIJF5eXdqQ40i0RjQCU606j5vo,Badung Regency
Balai Banjar Tiying Tutul Tumbakbayuh,ChIJTxjFpfc40i0R9pwUNHSSaAA,Badung Regency
Banjar Sebita,ChIJYSimtAQ50i0RI96f2X3s_B8,Badung Regency
BR TENGAH BUDUK,ChIJf7AUhk050i0Rf2W7a81w3Vk,Badung Regency
Balai Banjar Cica,ChIJ0Y6bhbs50i0RTC_0e6i5Wew,Badung Regency
Banjar Aseman Kawan,ChIJxwHhCpE40i0R2V-5A77ada4,Badung Regency
Balai Banjar Perang Lukluk,ChIJm_Q5FAA_0i0Rxtb0Cmh5PrI,Badung Regency
Balai Banjar Adat Gegadon,ChIJX6IY2a850i0RZoL-EycZdTo,Badung Regency
Balai Banjar Jempinis,ChIJN2WpcGc40i0RB9ec7EI73cA,Badung Regency
Banjar Canggu Permai,ChIJ1WzsroY40i0RiinoIcXiRuU,Badung Regency
Banjar Delod Pempatan,ChIJEcHEejU50i0RkNE_UChFtTY,Badung Regency
Banjar Penyarikan,ChIJ2y32wug50i0R3Nyez0o46xM,Badung Regency
Balai Banjar Pemaron Delodan,ChIJ3QDXJCo50i0R08EwDGihDQQ,Badung Regency
Balai Banjar Selat Beringkit,ChIJN3xOxeQ70i0RBIcPzvDr5CU,Badung Regency
"Banjar Taman, Desa Darmasaba",ChIJRzSQg8E-0i0RbpKDguR_wBo,Badung Regency
Balai Banjar Gunung Sari,ChIJ67Af_UI70i0RCF7loY-BWkM,Badung Regency
Balai Banjar Mengening Desa Cemagi,ChIJ_wijN1050i0RMNUk8QN-6CQ,Badung Regency
BALAI BANJAR KAJA KANGIN,ChIJb0auudw50i0RlBLNC2f9VLo,Badung Regency
Balai Banjar Undagi Desa Mambal,ChIJkxuFXjw80i0Rx_b8Mi-fqWQ,Badung Regency
Bagian Perencanaan dan Keuangan Setda Kabupaten Badung,ChIJO5qglvw50i0RUvD3VteJY2o,Badung Regency
Lapangan Umum Pratu I Ketut Ridis Desa Buduk,ChIJG6iwgf040i0RGe8RoSX3gGE,Badung Regency
Lapangan Umum Desa Canggu,ChIJJ3pyDPA40i0RT848-K2Fqik,Badung Regency
"Lapangan Banteng, Seminyak, Kuta",ChIJb5KPFyJH0i0RB2MM3GEpRm0,Badung Regency
lapangan prathu i genthir munggu,ChIJM7UGP0840i0RiM1PSksNN-Y,Badung Regency
Lapangan Umum Desa Adat Mambal,ChIJPbxQ7j480i0R3uLGGPiQBgo,Badung Regency
Lapangan Umum Desa Sibang Gede,ChIJu-zU654-0i0R6B31B6i4AH0,Badung Regency
Lapangan Umum Abianbase,ChIJudgIPjk50i0RhGSaGK28skA,Badung Regency
Kopral I Wayan Surem Soccer Field,ChIJ6TTHf5I80i0R5Z31ArKMG-M,Badung Regency
LAPANGAN I WAYAN GESO,ChIJM6rLWJ4_0i0RTu-rsGdeZQo,Badung Regency
Lapangan Umum Darmasaba,ChIJ--WfFyM_0i0RL_kXlaSXXyk,Badung Regency
Lapangan Gelora Trisakti,ChIJr1w0EMZG0i0RoIzSVmBNPfk,Badung Regency
Lapangan Bina Raga Dalung,ChIJu5aZ3dg40i0R3cl_FBF6XEA,Badung Regency
Lapangan Pratu Rai Madra Kekeran,ChIJmb9u-9870i0R2Ceo9TDaBv4,Badung Regency
Lapangan Pratu Ketut Ridis,ChIJzY3zteY50i0RVgS7Kd6yCJ8,Badung Regency
Monumen Perjuangan Bangsal Bali,ChIJceyzwSc50i0ReLcmCNcCLIA,Badung Regency
Monumen Carangsari,ChIJ9aBi6KUj0i0R19PXnN1R1no,Badung Regency
Monumen Resimen Mahasiswa Ugracena,ChIJLf0LPGdH0i0RUvsPD7Eros0,Badung Regency
Monumen perjuangan rakyat Penarungan desa,ChIJPbMtcQA90i0RD1qmx6ql5o0,Badung Regency
Patung Garuda Wisnu Kencana,ChIJ790fQLVE0i0R1w-Ejc2k8Po,Badung Regency
Monumen perjuangan rakyat Sibang Kaja desa,ChIJHSIYIAA90i0Rr89DhpduoWY,Badung Regency
Taman Mumbul Sangeh,ChIJQWvBDkoj0i0RLYVMkHhMqGw,Badung Regency
Tugu Perjuangan,ChIJM4jYjh480i0RkqzAdxA-e-I,Badung Regency
Tugu Perbatasan Kab. Badung - Kab. Gianyar,ChIJmxoEFgA90i0Ri9ByWY1jP4Y,Badung Regency
Tugu Perjuangan Desa Punggul,ChIJ8SxKDsM90i0RFlDxdqIK544,Badung Regency
Tugu Selamat Datang Desa Pelaga,ChIJrT28CAAh0i0R5P1kAQGqiUU,Badung Regency
Kantor Kelurahan Jimbaran,ChIJww3m869E0i0R1_P_Z62IAl8,Badung Regency
Puskesmas Abiansemal III,ChIJXzm5mZ0-0i0RMDuz3F95ArA,Badung Regency
Puskesmas Abiansemal II,ChIJZfygFis80i0RYyaGcN3pkSM,Badung Regency
Puskesmas punggul,ChIJJypRtMU80i0RynqGKyMtsWU,Badung Regency
Puskesmas Lukluk,ChIJ65UYW0050i0RcOv_p6lVDMQ,Badung Regency
UPT. Puskesmas Petang 1,ChIJYXzGmmYh0i0R6XiS-H3EIwc,Badung Regency
KLINIK SIDHI SAI,ChIJ8-AI54c80i0RrQxS07As9XQ,Badung Regency
UPT Abiansemal IV,ChIJlTRbztci0i0R1cwT3TKcOg8,Badung Regency
Puskesmas Mengwi I,ChIJDyjDR-870i0RdoTwlWN52Mc,Badung Regency
UPTD Puskesmas Kuta Utara,ChIJ24BWOKQ40i0RzM-CnGqF4AM,Badung Regency
Puskesmas desa getasan,ChIJLZN-4iAj0i0RE0b2xkJItlQ,Badung Regency
Puskesmas Mengwi III,ChIJ6ewP-Cw50i0RnGBg8vmz5p4,Badung Regency
Puskesmas Gulingan,ChIJH7bIY4470i0RFNmYXyXdl1E,Badung Regency
Puskesmas Mengwi II,ChIJAx52pQs50i0Rq4IdNPscj-E,Badung Regency
UPTD Puskesmas Petang I,ChIJ0TLqTgAh0i0R_BtZTYZlnmU,Badung Regency
Balai Banjar Dukuh Badung,ChIJbfWsxhQ50i0RORq381-i1M0,Badung Regency
"Balai Banjar Badung, Desa Ayunan, Kec. Abiansemal",ChIJi1fkDwA90i0RUjWdK8jQ7E0,Badung Regency
Balai Banjar Belawan Abiansemal,ChIJF9-YJJo90i0RfeGeimzOh1I,Badung Regency
Balai Banjar Kelan Abian,ChIJ9UoMgXJE0i0RPoUDNJ4H2dQ,Badung Regency
Banjar Cabe,ChIJ1eiKse4-0i0RuhPBPuv5EJw,Badung Regency
Balai Banjar Menak Beringkit,ChIJbdIEo4c70i0RUiaawv7T0tM,Badung Regency
Balai Banjar Penyarikan,ChIJn0c6dTBD0i0RdnLKGWplHmI,Badung Regency
Balai Banjar Badung Gulingan,ChIJSaXSXyQ70i0RH7qJMmHUPNs,Badung Regency
Lapangan umum,ChIJsTjUBQAj0i0R-hDiFR5-S-0,Badung Regency
Lapangan umum petang,ChIJUflwlmkh0i0RrVywttj0yh0,Badung Regency
Lapangan Umum Pelaga,ChIJ1aDI8lGK0S0RB4W_YMbdi48,Badung Regency
LAPANGAN MENGWI,ChIJYzcuaZg70i0RYGYtCb6uMaE,Badung Regency
Lapangan Sepak Bola Sading,ChIJ4XexGtQ-0i0R4hmqI75fvTM,Badung Regency
Kantor Desa Kerobokan Badung Bali,ChIJuzHumKY40i0RxUpkY4nE0tI,Badung Regency
Kantor Kepala Desa Punggul,ChIJ9z6MTMQ80i0Rct2vW9uNJAo,Badung Regency
Kantor Desa Adat Jimbaran,ChIJ87UkTGJE0i0R_5cvesfzYqo,Badung Regency
Kantor Desa Tibubeneng,ChIJtb0MvIFH0i0RoYXnEoPav3k,Badung Regency
Kantor Kepala Desa Bongkasa,ChIJC4-kxd480i0R1Tk39E-Qxa4,Badung Regency
Kantor Perbekel Desa Buduk,ChIJNzy13hg50i0RT_GdQ82dNB4,Badung Regency
Kantor Kelurahan Legian,ChIJK0AeoMVG0i0RcGp8NQKXEGI,Badung Regency
Kantor Lurah Kerobokan Kelod,ChIJh9ZxYRVH0i0R9-l5L7F8bko,Badung Regency
Kantor Perbekel Desa Munggu,ChIJmZg-n0040i0R_Gzy0ao9YFo,Badung Regency
Kantor Desa Sibang Kaja,ChIJ6dNL4SY80i0RSM_JXwd3gIA,Badung Regency
Puri Oka Carangsari,ChIJcd6wTAgj0i0RCbILwpvtJh0,Badung Regency
Puri Kawan Carangsari,ChIJNQQtsQkj0i0RXx7eNP_4CTA,Badung Regency
Alit eka,ChIJr51g3Ocj0i0Rn3hX3xATcn0,Badung Regency
Puri Saren Kangin Carangsari,ChIJe4ouRQgj0i0RM5hBseAH3Tk,Badung Regency
Saren Lebah,ChIJL6iBWQgj0i0REg1HJHGA4x0,Badung Regency
Puri Gerana,ChIJx-z1wWoj0i0RI7vVS_XRWMA,Badung Regency
Puri Saren Kauh Carangsari,ChIJGcjKTQgj0i0R_ms1Imnx2cQ,Badung Regency
Puri Bebalang Carangsari,ChIJV_lh_Kcj0i0RSvnGpPqP9PQ,Badung Regency
Puri Agung Carangsari,ChIJw5CAQ_oj0i0R3P9J5_0dwjI,Badung Regency
Puri Kaja Kangin Carangsari,ChIJjfR3EwAj0i0RydWMPy4LaQg,Badung Regency
Ancient Tree,ChIJ8a83vP-L0S0RZJCk8pqpHog,Badung Regency
Bendungan Latu,ChIJ6RH4y-880i0RUTDg8gz_IEI,Badung Regency
Puri Mustika Carangsari,ChIJVyTq2bcj0i0ROeuBGktP2lE,Badung Regency
Puri Mayun Singhasari Blahkiuh,ChIJW6GKEjk90i0R18AAenwlkhI,Badung Regency
Puri Saren Ageng Carangsari,ChIJ8aO3OgAj0i0RgZlNWD9XS9w,Badung Regency
Deadi House,ChIJr1sVTgAh0i0Ri_oUvjE8IhE,Badung Regency
Griya Agung Abiansemal,ChIJSa9PQGA80i0RXgnGm-IFPaI,Badung Regency
Puri Gede Abiansemal,ChIJ5V4AjO090i0R-9GZlc4arv8,Badung Regency
Puri Puniasari Carangsari,ChIJS72hSggj0i0RcyF4Lz8m7pg,Badung Regency
Puri kawan tegal Selat,ChIJ33w1BGY90i0Ry4BUfTmimj0,Badung Regency
Bucu kauh,ChIJwSi1RQA90i0RfMyjBOFYdLA,Badung Regency
Puri Selat,ChIJRRyFm6Mj0i0RXwtVCNlQLG8,Badung Regency
Dam Mambal,ChIJGZzF5OI90i0RsOiMzf4obKI,Badung Regency
Taman Beji Batur Sari Grobogan,ChIJ5ww5OKc90i0RJbld4W2_Y9Y,Badung Regency
Jero Aseman Abiansemal,ChIJr2cChGA80i0RqGrrhXfesKk,Badung Regency
Semanggen Puri,ChIJ-fzFMAAj0i0RtPxumSejC-o,Badung Regency
Gapura masuk desa ayunan,ChIJ1bQQdQA90i0RCp0upf-VUkQ,Badung Regency
Puri Agung Abiansemal,ChIJpfREUwA90i0RtwI0FGr-atI,Badung Regency
Puri Selat,ChIJb6T9_Noj0i0RpgUJ88n8s4Q,Badung Regency
Griya Gaduh,ChIJqWF_DwA90i0RX8pvjw1kYdU,Badung Regency
Jero Saren Kawan - Aseman,ChIJV44giQk90i0RMB53snKE2GU,Badung Regency
Pesraman kapak puntul,ChIJy1Zj8i070i0R89W2mrbnqPs,Badung Regency
UMAH NE TEMPE,ChIJfYc-2T6L0S0RtcmWIpQk9aI,Badung Regency
Griya Tegeh Abiansemal Dauh Yeh Cani,ChIJl5H7htg90i0R6S51BJEe7NA,Badung Regency
Olimo Campuhan,ChIJR34tkWWL0S0Ry4yitPjeBVA,Badung Regency
Arena Tajen Puseh Sekarmukti,ChIJp3sdGW-L0S0RhfPNqPArF8Q,Badung Regency
Rumah dekmas,ChIJUad1EAAj0i0RNs5MF1PezIc,Badung Regency
Rumah Mita Cantik,ChIJ6_PNNAA70i0RaX1nSJ6fPhA,Badung Regency
Saren Kaleran Puri Gede Aseman,ChIJzRc3Wf490i0RXdHpJwuAPYo,Badung Regency
Guy Lord Castle,ChIJMVfTcQA90i0Rxob32h2TY8g,Badung Regency
Puri Mayun Kaleran,ChIJp267QBA70i0RihZ7_d7_sew,Badung Regency
KRAMAT GEBLUGAN GULINGAN MENGWI,ChIJ_zl3OAA70i0R2k3NnlhjYR4,Badung Regency
Omah Lengka,ChIJMd9_EgA90i0RnDPjtf4G2vo,Badung Regency
Pondok dek bell,ChIJ2U1QIwCL0S0RarfEIb7Lc0w,Badung Regency
kantor desa Sulangai,ChIJzXLSAOkg0i0Re29a8CqjfnA,Badung Regency
Kantor Kepala Desa Pangsan,ChIJjwGLNNoj0i0R2t3R5z9NiQk,Badung Regency
Kantor Perbekel Desa Sembung,ChIJXwGPZp8k0i0RqhAQdwC3ER0,Badung Regency
Kantor Perbekel Desa Petang,ChIJ5w1Wv8cj0i0R3SEOOgEpcms,Badung Regency
Perbekel Desa Kuwum,ChIJO2XEVIIk0i0RJI2CFxtuTAU,Badung Regency
Kantor Perbekel Desa Sangeh,ChIJ7WW06koj0i0RiJZYIGiLkIs,Badung Regency
Kantor Perbekel Getasan,ChIJB5afYaQj0i0Rcz4fDIKwKjs,Badung Regency
Kantor Perbekel Desa Ayunan,ChIJkXBlQKU80i0RGNxUJJgy0Fw,Badung Regency
Kantor Desa Bongkasa Pertiwi,ChIJNQRcIMkj0i0Rq11KJ-BwK5Q,Badung Regency
Kantor Perbekel Desa Pelaga,ChIJW83OelCK0S0RZJr_eiXg81s,Badung Regency
Kantor Desa Baha,ChIJryBs62I70i0Rwss0lUbGS20,Badung Regency
Kantor Perbekel Desa Werdi Bhuwana,ChIJX3tkLVo70i0RxO1DtlGsFqc,Badung Regency
Kantor Perbekel Desa Penarungan,ChIJ_____2w80i0R3moAGaU1BKE,Badung Regency
Kantor Desa Belok/Sidan,ChIJX97JHP6K0S0RZSkghCJbNUs,Badung Regency
KANTOR DESA MENGWI,ChIJ8-lvt2o70i0RJpyuVnijEtM,Badung Regency
Kantor Perbekel Desa Punggul,ChIJfwnhTMQ80i0Rydyoln_7HFo,Badung Regency
KANTOR PERBEKEL DESA ABIANSEMAL DAUH YEH CANI,ChIJodiT9os80i0RQmAiFF1cSkI,Badung Regency
Kantor Desa Mengwitani,ChIJsYiUaAA70i0RvEYAIK5HQBE,Badung Regency
Patung Kesatria Jatayu,ChIJq8omyY0j0i0R1XYVa7U9SIM,Badung Regency
Patung Rahwana dan Sinta,ChIJt_dZFoiL0S0Rl6hvecOurfY,Badung Regency
Patung Dewa Ruci,ChIJUav7irFG0i0RbanNhcIxA_w,Badung Regency
Patung Mahakala ᬧᬢᬸᬂ​ᬫᬳᬓᬮ᭟​,ChIJf11d_U870i0RWfL4l-bv1qA,Badung Regency
ᬅᬃᬘᬮᬶᬗ᭄ᬕᬪᬶᬫᬲ᭄ᬳᬓ᭄ᬢᬶ᭟ Arca Lingga Bhima Shakti,ChIJ9za4JZc70i0RrmAij96Bews,Badung Regency
Sita and Lakshmana Statue,ChIJ9xi3dCM90i0RbDcrFU8r8kY,Badung Regency
Patung wisnu,ChIJEYYZSaw70i0R3XolbApIRfQ,Badung Regency
Shri Ram Statue,ChIJX5DK5lo90i0REZj1iLFs1fg,Badung Regency
Anya Sari Ukir,ChIJ5TWc0d890i0Rpe4k28iZhus,Badung Regency
Patung beton,ChIJs8OFttI90i0RFUl9D8uVuqE,Badung Regency
UD. Sari Wangi,ChIJDYux9vc70i0RJVcGRnsfSkk,Badung Regency
The Ogoh Ogoh Bali Museum,ChIJa5VWJZc70i0R-2YvmAg9duA,Badung Regency
Rama Shinta Garden,ChIJd8DqUu870i0RAdKDbBLPMuc,Badung Regency
AnaBunda Midwifery care,ChIJ1WAJ-TU80i0RyM1oHCJcWlQ,Badung Regency
Balai Banjar Adat Tohpati,ChIJjec0TAA90i0RLR4JlEjDiz0,Badung Regency
Bale Banjar Desa Adat Lambing,ChIJr0osNqM90i0RATr4UFqnmI4,Badung Regency
Bale Banjar Desa Adat Semana,ChIJWxXR8FY80i0RyFN3LveTugA,Badung Regency
Desa Adat Banjar Samu Mekar Bhuana,ChIJMfXHZTc80i0RYkSZKwcnpA0,Badung Regency
Balai Banjar Cemenggon,ChIJnSrmLQA90i0R6bCKHmAJUt0,Badung Regency
"Balai Banjar Pande, Desa Abiansemal",ChIJu4YqNIs80i0R1mMFy3DiEiE,Badung Regency
BALAI BANJAR TANGGAYUDA,ChIJK1rEfQI90i0RKUxQbEeDuxs,Badung Regency
Hall Middle Banjar Sibangkaja.,ChIJpy2D0SY80i0Rs78a49AlB8s,Badung Regency
Balai Banjar Purwakerta Gerih,ChIJC6YYKz890i0R4FUcvkTEm5o,Badung Regency
Banjar Adat Dangin Peken,ChIJG02np3o80i0REXxcUTNdbdU,Badung Regency
Balai Banjar Uma Kapal,ChIJJYuf0vI70i0R-x5F8aJvCZI,Badung Regency
Balai Banjar Kedua,ChIJf5eNcQA70i0RyxVSf9K4OEc,Badung Regency
Br. Lambing Sibangkaja,ChIJJX9Cr5M90i0R2lhvLWbLGMU,Badung Regency
Banjar Pikah,ChIJdfvsNJA80i0Rv6tmN3O2FmQ,Badung Regency
Balai Banjar Pengadangan,ChIJgQWufpc70i0Rao3ww8slYmc,Badung Regency
Banjar Blungbang,ChIJdbJaMHk90i0ROKy4z1A2LfQ,Badung Regency
Balai Banjar Kelod Kauh Beringkit,ChIJP92aPoE70i0R1lWZWdzaNLM,Badung Regency
Balai Banjar Munggu - Mengwi,ChIJq8qjcAA70i0R6oPlMghwSW0,Badung Regency
Banjar Tegal Sari,ChIJ1f3UJcE40i0RfilA4YBb060,Badung Regency
Balai Banjar Trijata Desa Mambal,ChIJTweZ3Dg80i0R6sxXeZBPirQ,Badung Regency
Banjar Srijati Sibanggede,ChIJidCsC3w_0i0RRyAYenJfwDM,Badung Regency
SD Negeri 1 Jimbaran,ChIJTz8fOWNE0i0RHGVVMHYcqsI,Badung Regency
SD NEGERI 1 PECATU,ChIJJ_hJYKhb0i0Rj9xayaMT94Q,Badung Regency
SD negeri 1 Blang Bladeh,ChIJo7FKnRhH0i0R_rikF0y-9dc,Badung Regency
SD Negeri 1 Kutuh,ChIJtwjmPVtb0i0RSB7TNoFT1xg,Badung Regency
SD No. 4 Ungasan,ChIJC7eSkTJb0i0RS-MFBmIuRQI,Badung Regency
3 Public Elementary School Pecatu Bali,ChIJu1Eagada0i0R23Iuyo5pmGA,Badung Regency
UPT Dinas Pendidikan Provinsi Bali di Kabupaten Badung,ChIJBUoCE7s40i0RIlOlsTtjBgU,Badung Regency
Kantor Camat Kuta,ChIJNVW_ma9G0i0RIwU4OSFdL70,Badung Regency
Griya Kediri Sangeh,ChIJCYUK_0oj0i0RWuD-t-4DgRw,Badung Regency
Markas SanggarTugek Carangsari,ChIJ5fH5ZVoj0i0Rjsx0PK0OUb8,Badung Regency
شلال,ChIJp1rqIAAj0i0Ra-cKERV2H5M,Badung Regency
Museum Yadnya,ChIJ2ynI0pA70i0RvcmfJ9ETfrk,Badung Regency
Griya Tirta Amertha Sari,ChIJOzLCSA4j0i0RACgzdNtWWH4,Badung Regency
Banjar Umopoh,ChIJfRIqu3w80i0RH0jtz-vZpFY,Badung Regency
Bali Alaska Adventure Rafting,ChIJ2d9J-ig90i0RSzZ9taKeeJI,Badung Regency
Pasraman Jungring Salaka,ChIJMQMVehI90i0RyqaQicjNxPw,Badung Regency
Banjar Bantas Penarungan,ChIJe2NTK5k90i0RMMkpKcee8_g,Badung Regency
"Balai Banjar Aseman,Abiansemal",ChIJpcZlj2A80i0RnxEWJI5JniU,Badung Regency
"Puri Belangsinga Punggul - Abiansemal, Badung, Bali",ChIJEc-ShsM80i0ReVJ-le14Zn8,Badung Regency
BOR HOME,ChIJ27qs2yQ90i0RgKTDpRvU6Nw,Badung Regency
Pantai Double - Six,ChIJj2WsFphH0i0RpPagQ9ga8cg,Badung Regency
Desa Wisata Munggu,ChIJBTBZHBE50i0R5ViFNiCYJ4U,Badung Regency
Sastra Bali Tour & Taxi,ChIJ45ND_XxH0i0R2tb_OuKLvl0,Badung Regency
Pantai Sarinande Seminyak,ChIJpdMDmk9H0i0RKiKeS1Lgdws,Badung Regency
Taman Sari Wisata Bahari,ChIJfYwuCblD0i0RdboF9NLoLyo,Badung Regency
Wisata Kuta Beach,ChIJeXTtyLlH0i0RwDB3eUlpNqQ,Badung Regency
Tanjung Benoa Bali Watersport,ChIJ_bVUeKVD0i0R3CPp_zpepes,Badung Regency
Seminyak Beach,ChIJIRKcGuFG0i0R1lwGkPPONWE,Badung Regency
Monumen Taman Mumbul,ChIJmxB2eGND0i0RhpmxbY4bWUY,Badung Regency
Rio Bali Tour,ChIJD4IfONQi0i0R5kj87_pj9oY,Badung Regency
Masceti Temple,ChIJQb-1aK1A0i0RsnE0na57Qkk,Badung Regency
Bali Cheap Ticket Atv and Rafting + Watersport and Dolpin,ChIJN17jFgBH0i0R322WjMpLNBg,Badung Regency
Peninsula Island,ChIJM51wq9dC0i0RktOawQYW3jk,Badung Regency
Mybestbalitour,ChIJH6flf5c50i0R4lmQZn_vY2I,Badung Regency
Legian Art Painting,ChIJIfjjlNxG0i0RhNvJN7frVas,Badung Regency
Bali golden adventure,ChIJWQ24C7dH0i0RAxAdiX8WOHs,Badung Regency
PT. Thalia Tour Travel,ChIJ4QV5G2E50i0RRfi-cKPsUZE,Badung Regency
Seminyak markets,ChIJ2ddA9RpH0i0RhKd81FoVelA,Badung Regency
Fuad Bali Tour,ChIJB0pQcp9H0i0R_uEaENo2aAM,Badung Regency
