name,place_id,city
Balai Banjar Dlodrurung Batubulan Kangin,ChIJEWXl3dw_0i0RVSN4QdxN918,Gianyar Regency
Balai Banjar Pasdalem,ChIJITbIv94X0i0RMweVFUIL9W4,Gianyar Regency
BALAI BANJAR TEGENUNGAN,ChIJExjESgAV0i0RaEHCYme5a08,Gianyar Regency
Balai Banjar mula,ChIJGfwvkP0_0i0RJMIm2HC_c2c,Gianyar Regency
Balai Banjar Dentiyis,ChIJsWSnGAA_0i0R7IaLItH9pqc,Gianyar Regency
"Balai Banjar Laud Blahbatuh,ᬩᬮᬿᬩᬜ᭄ᬚᬃᬮᬳᬸᬤ᭄‌ᬩ᭄ᬮᬄᬩᬢᬸᬄ᭟",ChIJtX0HIeMV0i0RIx8_-vTrrWk,Gianyar Regency
"Banjar Jati Sebatu, Tegallalang",ChIJ_709Ppcf0i0Rliv5JdAuJrY,Gianyar Regency
Balai Banjar Singapadu,ChIJwfV9PyE_0i0RxAzkDcIknAQ,Gianyar Regency
Depan balai Banjar tampad,ChIJg9Kre8o_0i0Rf2NnbcbufXo,Gianyar Regency
Balai Gong Banjar Gelumpang Sukawati,ChIJeZBYb7UV0i0Rc2D9xDMURco,Gianyar Regency
Balai Banjar & Pura Catur Bhuwana,ChIJr565AAAj0i0RakT6LuSEcQI,Gianyar Regency
Balai Banjar Petulu Belusung Pejengkaja,ChIJfdrOIAAZ0i0R-TCk3cNOr7Y,Gianyar Regency
Banjar Badung Payangan,ChIJeWGucGQj0i0RCCcRoEzp4QA,Gianyar Regency
Balai Banjar Bitra,ChIJhWZxEMsX0i0Rb_-Lfmk-AHQ,Gianyar Regency
Balai Banjar Tengah Peliatan,ChIJERUL03Y90i0RVhw7R8xKD3s,Gianyar Regency
Balai Banjar Tegallulung,ChIJRQU2nusV0i0RZ2v0Imw-70s,Gianyar Regency
SMK Negeri 1 Sukawati,ChIJy9Dp6rY_0i0RsW8Zc3VmG6M,Gianyar Regency
SMK Negeri 2 Sukawati,ChIJsw_q_rM_0i0RXJCAnxTUlU8,Gianyar Regency
SMK Negeri 3 Sukawati (KOKAR BALI),ChIJFYKud-4_0i0RLEPIQjwCJTc,Gianyar Regency
SMK Negeri 1 Gianyar,ChIJQeSJomMW0i0RvWeO99mRNlk,Gianyar Regency
SMK 1 MAS Ubud,ChIJQRMHRpI90i0Rkyrg3dM7jxI,Gianyar Regency
SMK Pariwisata Sila Chandra Batubulan,ChIJv0g3hcY_0i0RTvF-GiYAclQ,Gianyar Regency
SMK Werdhi Sila Kumara,ChIJM2P9vsQ90i0R_XYiLi43fZU,Gianyar Regency
SMK Pariwisata Kertayasa,ChIJYbV37Kk90i0RKNv4C0N09eI,Gianyar Regency
SMK Pgri 1 Gianyar,ChIJSw0d-nwW0i0RUQBetLtjxn8,Gianyar Regency
Tampak Siring Public Professional School 1,ChIJ--pwFN0X0i0RaFaWCiJxpE4,Gianyar Regency
SMK Pariwisata Ganesha Ubud,ChIJ330YzZ490i0Rrr8n9Z8cD1I,Gianyar Regency
SMK Ratna Wartha - SMK SMSR Ubud,ChIJC78VDzw90i0R0bl6g5IeW88,Gianyar Regency
SMK Pariwisata Budaya Bedulu,ChIJpziiHC0W0i0RZl5QvnEbUxc,Gianyar Regency
SMK Dwijendra Gianyar,ChIJUynP_IMW0i0Rvrct4URzbRY,Gianyar Regency
SMK Ubud,ChIJ32dc8QA90i0Rx_nG_NMm2ec,Gianyar Regency
SMK Kesehatan Maharishi,ChIJGTPP4TAW0i0RX0kQOEULZvI,Gianyar Regency
SMK PGRI 2 GIANYAR,ChIJ14p_piwX0i0RsA-pO-7hTaI,Gianyar Regency
SMK VIDYA NUSANTARA,ChIJS2gD_RQX0i0RN2xQ-qvikTA,Gianyar Regency
SMK Saraswati Gianyar,ChIJpdWa-YYX0i0RYA8_yZNJJt4,Gianyar Regency
SMK Saraswati 1 Gianyar,ChIJGV56TIIW0i0RvpEJmMawdMg,Gianyar Regency
Balai Banjar Keden‌ᬑ,ChIJi5NDuV4V0i0RzdUi5Lv6QBo,Gianyar Regency
Balai Banjar Kucupin Ketewel,ChIJ5Yc1aVwV0i0R62gwtO-Kqp4,Gianyar Regency
Balai Banjar Bungsu,ChIJaYUd0Kg_0i0RCeN_kpjFu94,Gianyar Regency
Balai banjar Tampad batuyang,ChIJe4IqMm0_0i0RnDzLbDqi53w,Gianyar Regency
Balai Banjar Tatag - Guwang,ChIJS0CMueYV0i0RDuBw7dOGnUQ,Gianyar Regency
Balai Banjar Bona Kelod,ChIJqchJCnQX0i0RRiEjT3WdLMQ,Gianyar Regency
Bale banjar,ChIJRV-yGRYj0i0RCRElgyf-Uuc,Gianyar Regency
KBBT,ChIJczSUnGAW0i0RpI4rKNPR3cI,Gianyar Regency
Gianyar Regent Office,ChIJ5VQio2AW0i0R0-M3Rtt2XdM,Gianyar Regency
Kantor Kecamatan Gianyar,ChIJIyUofGQW0i0RpH3BR0nVzIA,Gianyar Regency
BPN GIANYAR / Kantor Pertanahan Kabupaten Gianyar,ChIJBa_-wtoX0i0RKw4qhGfocB0,Gianyar Regency
Kantor DPRD Kabupaten Gianyar,ChIJl8nthGAW0i0RAuuFbeNIwV0,Gianyar Regency
Kantor Dinas Sosial Kabupaten Gianyar,ChIJOxUzl2AW0i0RQ-0m3ih696U,Gianyar Regency
Kantor Dispenda Kab. Gianyar,ChIJSaF6ql0W0i0R2yq9pjtOZPU,Gianyar Regency
Kantor Pertanahan Kabupaten Gianyar,ChIJ1SQMb2cW0i0R7fJiw5oKX1g,Gianyar Regency
Balai Banjar Candi Baru Gianyar,ChIJAYQb41wW0i0R91Agq-t96pk,Gianyar Regency
Pusdalops GIANYAR,ChIJQ4o2bmkW0i0R94_PLTL_Pzs,Gianyar Regency
Command Center Kabupaten Gianyar,ChIJaVYEgjEX0i0REs-8UiPyGms,Gianyar Regency
Dinas Perhubungan Kabupaten Gianyar,ChIJLyQmjawX0i0RejTI090fh38,Gianyar Regency
BKPSDM - Gianyar,ChIJP8-Cn88X0i0RyVYZiPsGcr8,Gianyar Regency
Dinas Kesejahteraan Sosial - Gianyar,ChIJme5SLmEW0i0RttiL-NOZHqM,Gianyar Regency
Dinas Perumahan Kawasan Permukiman dan Pertanahan Gianyar,ChIJy9rbvV0W0i0R_VnqKbCUEuA,Gianyar Regency
Dinas Pendapatan/ Pasedahan Agung - Gianyar,ChIJSd_E310W0i0RV3eYcI7IMZU,Gianyar Regency
KPAD Kab. Gianyar,ChIJ3z67D10W0i0R3bQHXS5299o,Gianyar Regency
Dinas Pekerjaan Umum Kota Gianyar,ChIJw_0qIXAW0i0RZ10Qz9BZxwE,Gianyar Regency
Dinas komunikasi dan informatika kabupaten gianyar,ChIJwZMXdQAX0i0R6jHktPer4ak,Gianyar Regency
Dinas Perindustrian dan Perdagangan Kabupaten Gianyar,ChIJ4aYznYYX0i0ReFoDYi1Han4,Gianyar Regency
Kantor BKKBN Kab. Gianyar,ChIJLYGZFmcW0i0RaYZb2m6jmxE,Gianyar Regency
SPNF SKB KAB. Gianyar,ChIJJZL9agAX0i0RRoqQ3DXs1HQ,Gianyar Regency
Badan Pengelolaan Keuangan dan Aset Daerah Kabupaten Gianyar,ChIJXzeKql0W0i0RSd-w4g1KY-Y,Gianyar Regency
Dinas Kepemudaan dan Olahraga Kab.Gianyar,ChIJOwUy5MkX0i0RRrzLgEMNaYk,Gianyar Regency
UKPBJ Kabupaten Gianyar,ChIJxZ9eTwAX0i0R8M-wZGwftwE,Gianyar Regency
BPBD KABUPATEN GIANYAR,ChIJw5KEqxQW0i0RQSaCL73eMDI,Gianyar Regency
Bidang Aset BPKAD Kab.Gianyar,ChIJ1zPzHQAX0i0RUO-0GND8WFg,Gianyar Regency
DPD KNPI Kabupaten Gianyar (Sekretariat Organisasi Kemasyarakatan Pemuda OKP Gianyar),ChIJIRcdXgAX0i0R2VBQAMJ8Ym4,Gianyar Regency
Bappeda Kabupaten Gianyar,ChIJl8nthGAW0i0RllXswJxAagc,Gianyar Regency
Badan Pusat Statistik Kabupaten Gianyar,ChIJY7PTE2cW0i0Ry3Q5KlzBltk,Gianyar Regency
Badan Kesatuan Bangsa dan Politik Kabupaten Gianyar,ChIJTVGn4l0W0i0RvXeCpOpLxVs,Gianyar Regency
DP3AP2KB Kab. Gianyar,ChIJ6wDRol0W0i0Rst_BMG1d4HI,Gianyar Regency
Proyek puspem gianyar,ChIJgWPYUAAX0i0Rjm98GnjBhhk,Gianyar Regency
Kantor Lurah Abianbase,ChIJk2bI2JoX0i0RsCbDEXl4RTU,Gianyar Regency
Dinas Pendidikan - Kabupaten Gianyar,ChIJxULHF2cW0i0R9wB4SfdqN-g,Gianyar Regency
Bagian Umum Setda Kabupaten Gianyar,ChIJTWjmii8X0i0RDS_ZUsk5jho,Gianyar Regency
Sentra KI Gianyar,ChIJp8qchC0X0i0RzHzSdDIWodc,Gianyar Regency
Legiun Veteran Republik Indonesia Markas Gianyar,ChIJ_8DOAXEX0i0Rd6uYHvKyUdI,Gianyar Regency
Kab.badung,ChIJM8d6eAAX0i0RzpNFDZcTijI,Gianyar Regency
Badan Kesatuan Bangsa dan Politik Kabupaten Gianyar,ChIJk7FCbQAX0i0RELGCf0pyyb8,Gianyar Regency
Balai Penyuluhan Pertanian Kecamatan Gianyar,ChIJWf5BeAAX0i0RSo0XFutpm28,Gianyar Regency
Kepolisian Resor Gianyar (Polres Gianyar),ChIJhQ6FYwAX0i0RRH9vNphgYgM,Gianyar Regency
Polres Gianyar,ChIJw7oGY2cW0i0RH5z327CkEqM,Gianyar Regency
Kantor Urusan Agama (KUA) Gianyar,ChIJj6VbYGcW0i0RlVcoUifIZ0U,Gianyar Regency
Dinas Pemuda dan Olahraga Gianyar,ChIJmT8bKAAX0i0RW9IsG826r2Q,Gianyar Regency
Dinas Pariwisata Kabupaten Gianyar,ChIJ53brpGAW0i0RFC3b9BJXSkc,Gianyar Regency
Dinas Kebudayaan - Gianyar,ChIJISS4-2YW0i0RGhqeC1eXAg8,Gianyar Regency
SEKRETARIATAN KNPI GIANYAR,ChIJbesPibQX0i0RoRtWeGaNDbY,Gianyar Regency
Dinas Perpustakaan dan Kearsipan Gianyar,ChIJm_gbozoX0i0RQ9_oyIuH45o,Gianyar Regency
Dinas Lingkungan Hidup Gianyar,ChIJPzQBp2UW0i0RKboenu4uXM4,Gianyar Regency
Sekretariat P3MD PID Kabupaten Gianyar,ChIJ_8Nn4okX0i0RDEmQ6enp7mY,Gianyar Regency
BRIDA GIANYAR,ChIJ91UUAgAX0i0RlunkIbLxsmI,Gianyar Regency
Dispora Kab. Gianyar,ChIJJ_8UN40X0i0RWmwpQCB5b5s,Gianyar Regency
Partai Golkar Kecamatan Gianyar,ChIJs3rO1GYW0i0Rc5x2_QMMnpQ,Gianyar Regency
UTD PMI KAB. GIANYAR,ChIJya4cBGcW0i0RL_ME4rTxjpM,Gianyar Regency
Ruang Perencanaan RSUD Sanjiwani,ChIJu2C0LQAX0i0RbPlyVNVE70s,Gianyar Regency
Kwarcab Gianyar,ChIJS1oq-IoW0i0ReW2S_vqTmNA,Gianyar Regency
Sekretariat PKH Kabupaten Gianyar,ChIJ64JzceoX0i0Rc4vId-E6rMc,Gianyar Regency
Inspektorat Daerah Kabupaten Gianyar,ChIJ09ib9mYW0i0RzyS79fNE0Zo,Gianyar Regency
Dewa,ChIJy_X_TB4X0i0RG30BbFev_SU,Gianyar Regency
BKD Kabupaten Gianyar,ChIJTxA-eWcW0i0RJhnsKHnWIJ4,Gianyar Regency
Tempat uji KIR DISHUB Gianyar,ChIJXd_RrV4W0i0RmCWg9X8YqLI,Gianyar Regency
Badan Pendapatan Daerah Provinsi Bali Di Kab. Gianyar,ChIJSU3rQe0W0i0RJ44FWJpj1sE,Gianyar Regency
KANTOR KELURAHAN SAMPLANGAN,ChIJ8ZLfOvMW0i0RINXr7TDHKHU,Gianyar Regency
GUG 17 Grab Ubud Gianyar 17,ChIJ1-nfWl0W0i0R7TCN-Rh3Yy8,Gianyar Regency
Pengadilan Negeri Gianyar,ChIJm1fJVlwW0i0RLFvLgmGbS68,Gianyar Regency
Mustakim,ChIJA_CDkDwX0i0RBQu1Rk2Zs1o,Gianyar Regency
KOMITE OLAHRAGA NASIONAL INDONESIA KABUPATEN GIANYAR,ChIJAQDJfmcW0i0ROqhajt8gjjU,Gianyar Regency
PDAM GIANYAR,ChIJFbFsSvMW0i0RWQ3NpBbGk80,Gianyar Regency
Kantor Lurah Beng,ChIJb2YbtlkW0i0RTaTxaQss7OA,Gianyar Regency
Rumah pak guna,ChIJl2kHaQAX0i0R5RbM2k_XuNM,Gianyar Regency
Kantor Pos Gianyar,ChIJxVfJVlwW0i0RxdcyYLQGRaA,Gianyar Regency
Kantor Pos Ciung Wanara,ChIJ673Xp10W0i0RfPsfh0PgSkU,Gianyar Regency
Polsek Gianyar,ChIJ65FUlYoW0i0RnoCgCVMj0Ag,Gianyar Regency
UPT. Laboratorium Dinas Perkebunan Bedulu Provinsi Bali,ChIJbyaQhjMW0i0RI-63gHLvmkM,Gianyar Regency
Kantor Perbekel Desa Buruan,ChIJ9YLB7RUW0i0Rakb8tBbHh3I,Gianyar Regency
Dinas Kesehatan Kabupaten Gianyar,ChIJi6mDHwAX0i0RjuSzdn4bmU0,Gianyar Regency
UPTD Perbenihan Dinas Pertanian Kab. Gianyar,ChIJlV7_ta8X0i0Rdf_DrFRv_x4,Gianyar Regency
Kantor Perbekel Desa Sidan,ChIJ_4-zse4W0i0RhJedKolBl60,Gianyar Regency
Batalyon Zeni Tempur 18/YKR,ChIJB8XEf2QX0i0RZ0w0O5CBkpg,Gianyar Regency
Kantor Lurah Samplangan,ChIJ86adXAAX0i0RUILUG9rPyfw,Gianyar Regency
TP PKK KAB. GIANYAR,ChIJvaZ6o10W0i0RD5h7hbSKpLY,Gianyar Regency
KANTOR SAMSAT GIANYAR,ChIJs2WkQe0W0i0RH2NkN0dQTDo,Gianyar Regency
Kantor Perbekel Bona,ChIJ2-pr6tEX0i0RqCNMVrf1Bf0,Gianyar Regency
Balai Banjar Kerthiyasa Desa Bona,ChIJybsnYLMX0i0R4TqPgjP8cdU,Gianyar Regency
KPP Pratama Gianyar,ChIJK6w0kWwW0i0Ra4Malf8ylA8,Gianyar Regency
KLOK Gianyar,ChIJ2QyY72kW0i0RpgDTu1Aob-k,Gianyar Regency
Kantor Kepala Desa Temesi,ChIJH1mZ0ZYW0i0ReXnthAnL6kA,Gianyar Regency
CV. SURYA JAYA,ChIJwYSoV2EW0i0R9r3fAxXjxhk,Gianyar Regency
Kantor Perbekel Desa Belega,ChIJyd5d8MYX0i0R-7h9eFZVlpc,Gianyar Regency
PERUMDA AIR MINUM TIRTA SANJIWANI,ChIJ14XWUosW0i0Rn5Ke1ok6grc,Gianyar Regency
Dinas Tenaga Kerja Kabupaten Gianyar,ChIJG5zzKAAX0i0RtfpGjVJRDTA,Gianyar Regency
PosAja! Drop Point,ChIJY23aj-gX0i0RkgN9LDbDkbE,Gianyar Regency
Kantor Pelayanan Pajak Kendaraan Bermotor,ChIJTX-f7bkX0i0RUMREjRBCVUI,Gianyar Regency
Markas Cenik Nginteng,ChIJTaK0gkQX0i0RYiVa66qJ9sY,Gianyar Regency
Kantor Kepala Desa Lebih,ChIJo9vnuSgU0i0RzD7GgEAjNgg,Gianyar Regency
Kantor Perbekel Desa Bakbakan,ChIJ7TkhMpIX0i0RCFcegkA-rS4,Gianyar Regency
KANTOR DESA BEDULU,ChIJCyfIOi0W0i0RkIJUbw-R2nQ,Gianyar Regency
"Kantor Hukum Agung Kesumajaya S.H,M.H",ChIJ3y_WFoIX0i0RDa2GaueEQz8,Gianyar Regency
Maifan Center Gianyar,ChIJM3wRaF0W0i0RI9_TjRXbutc,Gianyar Regency
Madani Milenial,ChIJyTetWwAX0i0RgMli57GF4XQ,Gianyar Regency
"Kantor Desa Blahbatuh, ᬓᬦ᭄ᬢᭀᬃᬤᬾᬰᬩ᭄ᬮᬄᬩᬢᬸᬄ",ChIJD3pLHAAV0i0RquwYjlbq4zA,Gianyar Regency
KANTOR PERBEKEL PERING,ChIJI2U0sMcV0i0RpwkJu0aoqmw,Gianyar Regency
Kantor Kepala Desa Pering,ChIJKyMFPscV0i0R3wNmC9tOFtk,Gianyar Regency
Balai Penyuluhan KB Kecamatan Blahbatuh,ChIJXbq-a0oV0i0RlgYMhlrVayI,Gianyar Regency
Kantor Perbekel Desa Kemenuh,ChIJ3cIW6FEX0i0RUjxaFPtsvM4,Gianyar Regency
BUCU TELU,ChIJM3pKqwUX0i0R6Xnc4eHRz2c,Gianyar Regency
PosAja! Drop Point,ChIJ9fTPnxQX0i0RK0htrW0--rQ,Gianyar Regency
Kantor Kecamatan Ubud,ChIJNU8k2ms90i0Rd9Nb5VLzJms,Gianyar Regency
Kantor Desa Saba,ChIJjy7kfvIV0i0RCB0gfrw_sIc,Gianyar Regency
Perumahan Nusa Nova Permai,ChIJLa2rL38X0i0RD6eJ69xhvak,Gianyar Regency
KANTOR POS INDONESIA,ChIJt3M2TbEX0i0ReZ9vKxcz_lU,Gianyar Regency
Kantor Desa Tulikup,ChIJ81rr3b8X0i0R9dRYVWegmpM,Gianyar Regency
Health BPJS Gianyar,ChIJcb9S7mkW0i0R9sJ2UJWmcdE,Gianyar Regency
Mabes Genta Manik Serongga,ChIJsQrWvLwX0i0RL2AmmsraPx4,Gianyar Regency
Pemerintah Provinsi Bali Dinas Perhubungan UPTD Trans Bali/Trans SARBAGITA,ChIJWRHBzpQ_0i0RqYbyAhaKaXo,Gianyar Regency
kantor,ChIJedhIKNAX0i0RThp4jK7QoK0,Gianyar Regency
Batan Poh Breeding Farm,ChIJl7oWOB0X0i0RBuISGz8YMBE,Gianyar Regency
BPJS Ketenagakerjaan Bali Gianyar,ChIJQ7lMXRMW0i0RYWKla4MRrYA,Gianyar Regency
Anddy Bali Gypsum,ChIJb95jz_kX0i0R8ODRqXrafmM,Gianyar Regency
Banjar Batusepih,ChIJb991gco90i0RgOsZlyCcYCg,Gianyar Regency
Kantor Pelayanan Pajak Pratama Gianyar,ChIJlw2Vvn890i0RIDPsAiEev9o,Gianyar Regency
Banjar Dinas Kalah,ChIJY23L9Lk_0i0R9Ye3WZiIIwo,Gianyar Regency
Suppliyer Bebek dan Ayam Bersih,ChIJG74LuPQX0i0RZhTnczwvOOQ,Gianyar Regency
Puskesmas Desa/ Desa Selat,ChIJCUwsNwAX0i0R_TSH9QLMc-o,Gianyar Regency
Griya Gede Panji Manuaba,ChIJUz4kJKoX0i0R6DtBH7Mbx9A,Gianyar Regency
BPP Tampaksiring,ChIJVQXj3K8X0i0R_BfVm55dwm8,Gianyar Regency
Perumahan Batur Sari,ChIJWc-BpEgW0i0RmUoYfrCec-8,Gianyar Regency
Kantor Desa Batuan,ChIJF8grzBk-0i0RxgWj8op6XC0,Gianyar Regency
SBs Canary,ChIJ0ZMCSwAX0i0RM2WUoQBKSfk,Gianyar Regency
Geriya Alit Pidada,ChIJL79R9XkW0i0RPMIYAVjA7bE,Gianyar Regency
Br.siih sumita gianyar,ChIJN-FXbowZ0i0Rjq8BT5Mjga8,Gianyar Regency
Perum. Serongga Permai,ChIJ9ZAUCioU0i0R44PpL78sEPw,Gianyar Regency
SD No 5 Tegallalang,ChIJlbM-7n4i0i0RuTuIh8xV5Dg,Gianyar Regency
SD Negeri 3 Kelusa,ChIJh8AVN14i0i0RwLb19vydlyw,Gianyar Regency
SD Negeri 2 Taro,ChIJFSNeoAEi0i0RDnLbqWInjwo,Gianyar Regency
SD Negeri 2 Kenderan,ChIJ1durpYUY0i0RYBVmeiDlsdM,Gianyar Regency
SD NEGERI 7 TAMPAKSIRING,ChIJTXtYtWcY0i0ReOKwlRoIcVc,Gianyar Regency
SD N 1 KENDERAN,ChIJMUhN4XsY0i0Rqro6zJteJ5M,Gianyar Regency
SD 3 PUHU Payangan Gianyar Bali,ChIJD9RRBgAh0i0ROnxndxpbTBg,Gianyar Regency
SD Negeri 3 Sebatu,ChIJsW_XmrIY0i0RlBGbrVLreFo,Gianyar Regency
SD N 3 Keliki,ChIJr83sUuoj0i0Rm0Mr4_rJE8w,Gianyar Regency
SD N 1 Taro,ChIJBZznpeAh0i0R9Hh4NlzeBYI,Gianyar Regency
SD NEGERI 6 TAMPAKSIRING,ChIJld5fXOwY0i0R35rBrYWmbqU,Gianyar Regency
SD NEGERI 1 TAMPAKSIRING,ChIJmaLZWusY0i0RN1Rg--kejzk,Gianyar Regency
SD N1 TEGALLALANG,ChIJu3ITOZki0i0RqQ0ftIq0fyk,Gianyar Regency
SD N 3 TAMPAKSIRING,ChIJI04bAAAZ0i0Rlk30MSYg310,Gianyar Regency
SD Negeri 2 Tampaksiring,ChIJ1eaDO_UY0i0RE4I9iQS4zcg,Gianyar Regency
SD Negeri 1 Penglumbaran,ChIJST3QhqwZ0i0R1eaR5Yg29vs,Gianyar Regency
SD NEGERI 3 KENDERAN,ChIJWWMg31UZ0i0Rx-kKqkmo0tU,Gianyar Regency
Sd N 1 Suwat,ChIJ82BjdIkX0i0Rz5U0wU3BUOU,Gianyar Regency
SD N 2 Sanding,ChIJMYu61GwY0i0R3fLD-kGbgrs,Gianyar Regency
SD N 4 Manukaya,ChIJN2jyt9oY0i0RJfRUZ3aVFtM,Gianyar Regency
SD Negeri 2 Puhu,ChIJC2gvxsIh0i0R29QG0G7uDpg,Gianyar Regency
SD Negeri 1 Pejeng Kaja,ChIJMcFEZQUY0i0RKtH6UBqU7Pc,Gianyar Regency
SD Negeri 1 Sebatu,ChIJGZ_DmMUf0i0RDwVRE6QJjOQ,Gianyar Regency
SD Negeri 2 Sumita,ChIJYY5JtGcZ0i0RrlWafzp9FRo,Gianyar Regency
SD Negeri 1 Petak Kaja,ChIJbRXQbkUY0i0Rsl1Hwh1UFcY,Gianyar Regency
SD Negeri 7 Manukaya,ChIJD7UtDEoZ0i0RgN0-B4qnDGY,Gianyar Regency
SD Negeri 2 Petak,ChIJBVJlgyQY0i0RAJyItQm23Gg,Gianyar Regency
SD NEGERI 6 MANUKAYA,ChIJU3xDjaMf0i0RVhYeTIPRX3k,Gianyar Regency
SD Negeri 1 Pejeng Kangin,ChIJO7k29PUX0i0RQO98iax3OU0,Gianyar Regency
SD N 1 Bakbakan,ChIJg96VTIQX0i0RFEy8qUv4wbw,Gianyar Regency
SD NEGERI 2 PEJENG KANGIN,ChIJf85iwOYX0i0RsKHXoG6XsFk,Gianyar Regency
SD Negeri 4 Tegallalang,ChIJz-qjvKsi0i0RJ3SgdgJuerY,Gianyar Regency
SD Negeri 3 Manukaya,ChIJ_6DLFskY0i0RB8_DjZeXrN8,Gianyar Regency
SD N 1 PUPUAN,ChIJTQLYIRof0i0RUOc_sdFLIVc,Gianyar Regency
SD Negeri 4 Taro,ChIJZcDoiWYf0i0R8lFKcX36qTY,Gianyar Regency
SD Negeri 4 Pupuan,ChIJnZDHPxAf0i0RJhErWA-RsHg,Gianyar Regency
SD N 3 PETAK KAJA,ChIJ4XGT5hIZ0i0RT_INoimc7ms,Gianyar Regency
SD NEGERI 3 KERTA,ChIJ_Y55gSAh0i0RObwQb4oUcFU,Gianyar Regency
Sd negeri 3 pejeng kangin,ChIJl8WNmSgX0i0Rcyu3OTrmgtc,Gianyar Regency
SD Negeri 3 Petak,ChIJJ5jtRSkY0i0Ri5nBkabxvNI,Gianyar Regency
SD NEGERI 3 PETULU,ChIJ4SyWNI490i0RAa7nzqILzTs,Gianyar Regency
SD Negeri 2 Sayan,ChIJFcNDZK490i0R9Jdv1Y8gHq4,Gianyar Regency
SD Negeri 1 Pejeng,ChIJOz-UwyMX0i0R2jo1oU0fRb4,Gianyar Regency
SD Negeri 1 Siangan,ChIJB9CSQrkX0i0R4xIIY_GOXwY,Gianyar Regency
SD Negeri 5 Sebatu,ChIJefQKZaMf0i0RWS5Xlf54Yu0,Gianyar Regency
SD Negeri 1 Kerta,ChIJZ-1WfYof0i0RZlxCu6SAYA8,Gianyar Regency
SD Negeri 5 Sayan,ChIJW7QNICM90i0R3AV4bIIMQh0,Gianyar Regency
SD Negeri 2 Bedulu,ChIJb8szkpMX0i0RBqoa4c4oNs4,Gianyar Regency
SD Negeri 2 Pupuan,ChIJA52SrrUf0i0RtFlIUsczJII,Gianyar Regency
sd n 7 kemenuh,ChIJgcsYRCoW0i0RHHNdN3xvq7s,Gianyar Regency
SD N 1 BLAHBATUH,ChIJs8wHiv1ZBAURBmOWrnD7Dr8,Gianyar Regency
SDN 4 Melinggih,ChIJ2WcmZk4i0i0RdjmhxxxD9m0,Gianyar Regency
SDN 2 Keliki,ChIJz7TySTAj0i0RZWPZPJX2lDk,Gianyar Regency
SDN 2 Melinggih Kelod,ChIJ57pTvf8i0i0RCHzubwciyOs,Gianyar Regency
SDN 4 Tampaksiring,ChIJrbQmmpIY0i0RHAhTgKuqfe0,Gianyar Regency
SDN 5 Tampaksiring,ChIJI4egfl4Y0i0Rw9xJf3C-KO8,Gianyar Regency
SDN 2 Buahan,ChIJL01TE6ch0i0Rl6W-x-I2u6E,Gianyar Regency
SDN 5 PUHU,ChIJq30zUtEh0i0RQK0V0MWWlik,Gianyar Regency
SDN.3Pupuan,ChIJr5c0EyEf0i0R5uw_LLJ5-s8,Gianyar Regency
SDN.02 kedewatan,ChIJO4exXTM90i0Rb6RMUw97Pq4,Gianyar Regency
SDN 1 Buahan Kaja Payangan,ChIJD4nffyoh0i0RXakO8GazRqo,Gianyar Regency
SDN 6 Taro,ChIJq6pqe5Ef0i0RSy9dFFC1sVU,Gianyar Regency
SDN 2 Singakerta,ChIJETcf-JY90i0RAluayNV7OIM,Gianyar Regency
SDN 2 KERTA,ChIJ8fv4LZch0i0RNL2DJxdvJ08,Gianyar Regency
SDN 3 Batubulan,ChIJD0ykmOI_0i0RzEfyIiYDOIA,Gianyar Regency
Balai Banjar Bangunliman,ChIJ29PKgD0W0i0REwJJPNpCils,Gianyar Regency
Balai Banjar Sema,ChIJvyyND8gV0i0Rv6b2IU1kZTg,Gianyar Regency
Perempatan Tampad,ChIJv91YuN0_0i0RONIJrmWf8LQ,Gianyar Regency
Perempatan Cell,ChIJaSih9gwX0i0RRlgfpdxYijo,Gianyar Regency
Perempatan Laundry,ChIJwaf0G_8W0i0Ro4a9bYN73hI,Gianyar Regency
Balai Penyuluhan KB Kecamatan Gianyar Kabupaten Gianyar Provinsi Bali,ChIJqTD388IX0i0RdZeg-wwcAzI,Gianyar Regency
Kantor Kecamatan Blahbatuh,ChIJARY9TeIV0i0R76tpZQA8188,Gianyar Regency
Sukawati District Office,ChIJtUnNmSc-0i0RLQeuIoXG4D8,Gianyar Regency
Kantor Kecamatan Tegallalang,ChIJDSx_doEi0i0RAFBNmWpIuds,Gianyar Regency
Kantor Camat Tampaksiring,ChIJZfjZxpQY0i0RimQt5Kv9Co4,Gianyar Regency
Wantex Warna Gianyar (Jasa),ChIJJ1IvTIEX0i0Rjuo1y3Nf4M4,Gianyar Regency
Kantor Camat Payangan,ChIJlV4lq_Ih0i0RTzm3W6RvFy0,Gianyar Regency
Polsek Blahbatuh,ChIJc1Il12UW0i0RYuynlEeJad8,Gianyar Regency
Kantor Kelurahan Gianyar,ChIJ5VPfUCYX0i0R4Nda5DID6-g,Gianyar Regency
Kantor Lurah Bitera,ChIJ1XuO9kQW0i0Rp8cy41Uk1Nk,Gianyar Regency
Kantor Lurah Ubud,ChIJjzvM82o90i0RBCYfQRgnRds,Gianyar Regency
Department of Population and Capil - Gianyar,ChIJiUN9_2YW0i0Rv5k0kM5akpU,Gianyar Regency
Kantor Desa Singapadu,ChIJH_xOQEc-0i0R-7Ygt5owuu4,Gianyar Regency
